date,month,amount,merchant_name,merchant_industry,merchant_risk_score,spend_concentration,rnn_spend_score,spend_divergence_index,customer_industry
2024-07-27,December,2360.0877,Grainger,Hotels & Lodging,0.2428,0.1941,0.0131,4.4619,Professional Services
2023-11-02,January,1.0,Hertz,Retail - General,0.0,0.0,0.0,6.6995,Construction
2023-01-17,November,1.0,Shell Oil,Office Supplies,0.0,0.0,0.0,6.0758,Food Services & Restaurants
2024-05-24,August,941.2683,Other,Food & Beverage Distribution,0.1805,1.4445,0.0047,2.022,Government & Public Sector
2024-01-02,October,1.0,Other,Airlines,0.0463,1.4428,0.0029,2.0255,Agriculture
2023-12-29,January,1.0,Staples,Hotels & Lodging,0.0504,0.546,0.0,3.6203,Food Services & Restaurants
2023-08-09,August,1.0,Best Buy,Professional Services,0.0528,0.2317,0.0,4.3556,Construction
2024-12-02,April,7437.0257,Grainger,Professional Services,0.4746,0.7516,0.0038,3.1674,Finance & Insurance
2024-12-04,August,1.0,Amazon Business,,0.0653,1.2329,0.0,2.3588,Professional Services
2023-12-01,February,1669.2108,Sysco Foods,Car Rental,0.214,0.812,0.0014,3.0928,Healthcare
2024-07-23,August,2878.5664,United Airlines,Office Supplies,0.2791,2.7557,0.0125,0.0,Retail Trade
2024-06-22,July,4048.1004,Other,Shipping & Freight,0.331,0.6224,0.0,3.4486,Construction
2024-10-21,July,6829.8432,Home Depot,Hotels & Lodging,0.4491,1.9188,0.011,1.2417,Wholesale Trade
2024-06-11,April,3946.7958,Shell Oil,Transportation Services,0.3278,0.6031,0.0,3.4987,Transportation & Logistics
2023-05-10,May,1.0,Office Depot,Professional Services,0.0,0.0,0.0009,6.0337,Food Services & Restaurants
2023-12-27,January,1.0,Amazon Business,Office Supplies,0.013,2.5141,0.0063,0.1188,Healthcare
2024-04-03,July,4540.1809,Verizon,Technology & Software,0.3517,1.3817,0.0201,2.1338,Healthcare
2024-04-04,October,2321.9463,United Airlines,Transportation Services,0.2426,0.2643,0.0034,4.2494,Construction
2023-01-31,July,2673.0594,Home Depot,Construction Materials,0.2665,0.3855,0.0063,4.0048,Construction
2024-04-27,July,1.0,Amazon Business,Office Supplies,0.072,0.1847,0.0,4.5104,Real Estate
2024-03-05,February,4719.0635,Staples,Retail - General,0.3677,0.0,0.0021,5.0842,Professional Services
2024-12-24,May,4371.9323,FedEx,Food & Beverage Distribution,0.3461,2.0224,0.0037,0.9863,Transportation & Logistics
2024-03-07,October,86.0492,Delta Airlines,Fuel & Gas,0.1571,1.4544,0.0062,2.0213,Agriculture
2023-11-02,February,1951.3291,FedEx,Office Supplies,0.2284,1.1282,0.0154,2.5842,Retail Trade
2023-03-02,April,6618.7657,Home Depot,Technology & Software,0.4436,0.8423,0.0052,3.027,Real Estate
2023-11-19,January,2514.9665,Comcast Business,Shipping & Freight,0.2511,1.7126,0.0096,1.5316,Hospitality & Tourism
2023-12-13,November,4394.213,Shell Oil,Office Supplies,0.3469,0.5868,0.0163,3.552,Professional Services
2024-02-03,February,1.0,Amazon Business,,0.0,2.1992,0.0086,0.6635,Manufacturing
2023-01-16,June,5598.5098,Sysco Foods,Retail - General,0.4075,0.83,0.01,3.0427,Real Estate
2024-02-01,January,1.0,Other,Professional Services,0.0412,3.0878,0.003,0.0,Government & Public Sector
2023-03-21,June,7727.6614,Costco Wholesale,Professional Services,0.483,0.7466,0.003,3.1692,Healthcare
2023-06-28,August,1.0,Shell Oil,Transportation Services,0.0696,0.2197,0.0048,4.4147,Food Services & Restaurants
2024-07-15,July,5887.0068,Hilton Hotels,Retail - General,0.4147,1.2106,0.0091,2.3879,Retail Trade
2024-12-13,November,1.0,Meta Ads,Fuel & Gas,0.0586,1.1201,0.0112,2.6022,Construction
2024-02-10,May,4687.5612,Other,Shipping & Freight,0.3659,1.5895,0.0107,1.8075,Technology
2023-12-03,December,1.0,Hilton Hotels,Fuel & Gas,0.0514,2.2078,0.0082,0.62,Construction
2024-11-27,January,4723.6341,Marriott,Fuel & Gas,0.3677,0.9012,0.0035,2.9562,Construction
2024-10-23,January,1.0,Uber Business,Technology & Software,0.0483,1.9967,0.0,1.0284,Manufacturing
2023-05-01,August,2113.2191,Staples,Industrial Supplies,0.2389,0.2893,0.0043,4.1615,Manufacturing
2024-12-09,December,1.0,Staples,Retail - General,0.0,2.1428,0.0077,0.678,Professional Services
2024-07-01,June,9676.5008,Hilton Hotels,Professional Services,0.5394,1.2033,0.001,2.4024,Transportation & Logistics
2023-03-26,April,3051.9786,Hilton Hotels,Shipping & Freight,0.2922,1.8872,0.0163,1.2837,Construction
2024-07-18,January,1116.4995,Sysco Foods,Fuel & Gas,0.1886,0.5143,0.0077,3.7329,Real Estate
2024-10-09,December,1.0,Home Depot,Hotels & Lodging,0.0,0.8269,0.0006,3.0636,Hospitality & Tourism
2023-07-11,October,8709.8,Shell Oil,Retail - General,0.5082,1.7915,0.0103,1.4095,Nonprofit
2023-01-24,January,1.0,Sysco Foods,Construction Materials,0.0,2.1905,0.0017,0.6763,Wholesale Trade
2023-04-23,November,6701.1008,Costco Wholesale,Professional Services,0.4459,0.293,0.0019,4.1488,Manufacturing
2024-06-10,August,3010.1565,Staples,Food & Beverage Distribution,0.2895,0.3872,0.0033,3.9749,Finance & Insurance
2023-08-15,January,1.0,Shell Oil,Transportation Services,0.0,1.2357,0.0014,2.3524,Professional Services
2023-12-31,November,1579.1213,Delta Airlines,Wholesale Clubs,0.2123,1.3881,0.0,2.1192,Healthcare
2023-01-11,May,1.0,Microsoft,Shipping & Freight,0.0,1.7991,0.0027,1.402,Transportation & Logistics
2023-01-14,May,1675.3111,FedEx,Wholesale Clubs,0.2147,1.4668,0.0027,2.0064,Professional Services
2024-01-06,May,2518.9813,Other,Telecommunications,0.2523,1.6453,0.0051,1.6604,Retail Trade
2023-11-01,August,2572.6394,Sysco Foods,Technology & Software,0.2585,1.7347,0.0064,1.5231,Manufacturing
2024-06-06,May,7650.977,Staples,Airlines,0.4797,0.3001,0.0114,4.1357,Media & Entertainment
2023-11-14,August,5989.0842,Grainger,Airlines,0.4154,1.0486,0.0087,2.8025,Technology
2023-10-18,July,1.0,Walmart,Digital Advertising,0.0866,1.4979,0.0051,1.95,Retail Trade
2024-01-07,November,1.0,Uber Business,Airlines,0.1011,1.4164,0.0001,2.0495,Retail Trade
2023-07-29,April,682.0835,Other,Telecommunications,0.1694,0.5788,0.003,3.5545,Media & Entertainment
2024-03-12,April,2075.7473,Grainger,,0.236,1.1587,0.0005,2.4736,Energy & Utilities
2023-03-19,June,4587.3598,Sysco Foods,Office Supplies,0.3602,1.4724,0.0065,2.0059,Manufacturing
2023-01-05,October,2446.8066,Office Depot,Fuel & Gas,0.2459,2.0514,0.0091,0.9168,Real Estate
2024-11-13,December,1795.0605,Office Depot,Shipping & Freight,0.2191,0.0,0.0077,5.7152,Retail Trade
2024-04-08,February,12168.9674,Other,Shipping & Freight,0.6872,0.4104,0.0115,3.9513,Technology
2023-03-21,July,1.0,Sysco Foods,Transportation Services,0.1473,0.1056,0.0066,4.6466,Government & Public Sector
2023-12-05,January,1.0,Staples,Shipping & Freight,0.0976,0.0624,0.0,4.7207,Real Estate
2024-03-18,June,3987.5554,Verizon,Hotels & Lodging,0.3286,2.0468,0.0103,0.9282,Healthcare
2023-07-31,July,1.0,Verizon,Retail - General,0.143,0.7411,0.0099,3.184,Wholesale Trade
2023-11-08,November,9124.7784,Best Buy,Retail - General,0.5255,0.9257,0.0051,2.944,Education
